,word,frequency
4480,testers,11.0
4481,cowardice,13.0
4482,dean,113.0
4483,outra,16.0
4484,deal,4738.0
4485,patty_cake,92.0
4486,pockets_fat,98.0
4487,disgusts,11.0
4488,deaf,293.0
4489,somehow,511.0
4490,elderly,16.0
4491,platters,13.0
4492,jupiter,74.0
4493,dear,637.0
4494,thoroughest,13.0
4495,carts,25.0
4496,porti,22.0
4497,microwave,135.0
4498,carti,18.0
4499,shakespeare,52.0
4500,contraband_contraband,16.0
4501,carta,30.0
4502,carte,38.0
4503,loyalty_loyalty,47.0
4504,compress,16.0
4505,predicting,19.0
4506,confrontation,61.0
4507,ruff_ryders,59.0
4508,wept,31.0
4509,oreo,56.0
4510,barbarians,31.0
4511,que_voc,23.0
4512,magazine,853.0
4513,afternoon,162.0
4514,automatically,74.0
4515,thinner,79.0
4516,managers,40.0
4517,subs,40.0
4518,selfie,51.0
4519,jetting,13.0
4520,down,53719.0
4521,fumes,113.0
4522,slurs,22.0
4523,refined,41.0
4524,murderers,167.0
4525,communists,12.0
4526,chitter,27.0
4527,mothership,54.0
4528,initial,20.0
4529,jealousy,385.0
4530,clappin,513.0
4531,infecting,14.0
4532,yuha,16.0
4533,editor,29.0
4534,fraction,71.0
4535,starve,228.0
4536,bagno,20.0
4537,clinics,23.0
4538,batman,207.0
4539,sickest,279.0
4540,landing,163.0
4541,pierre,31.0
4542,feminine,120.0
4543,analyst,23.0
4544,rosecrans,64.0
4545,splittin,114.0
4546,yallll,11.0
4547,whiskey,246.0
4548,centipede,73.0
4549,horrifying,12.0
4550,kaine,11.0
4551,gyal_dem,62.0
4552,midgets,90.0
4553,grafh,13.0
4554,pimples,35.0
4555,petit,28.0
4556,graff,14.0
4557,trendy,45.0
4558,tarnished,36.0
4559,muffins,22.0
4560,awhile,138.0
4561,graft,13.0
4562,holla,1557.0
4563,marking,15.0
4564,bruising,27.0
4565,blaat,19.0
4566,anyday,64.0
4567,ormai,21.0
4568,holly,91.0
4569,tamale,47.0
4570,faction,39.0
4571,handicap,32.0
4572,paper_chasin,155.0
4573,parenthood,16.0
4574,journey,428.0
4575,weekend,891.0
4576,jacked,262.0
4577,scusa,11.0
4578,dico,88.0
4579,pseudo,17.0
4580,jacket,699.0
4581,jacker,115.0
4582,an_eye,290.0
4583,restored,22.0
4584,relieve,85.0
4585,chupa,16.0
4586,pa_pa,65.0
4587,sanno,43.0
4588,hijacked,11.0
4589,21st,49.0
4590,anticipation,43.0
4591,mickey_mouse,37.0
4592,swoon,14.0
4593,father,2843.0
4594,puoi,47.0
4595,lhanno,13.0
4596,iraqi,25.0
4597,reptiles,27.0
4598,swoop,121.0
4599,sovereignty,14.0
4600,asher_roth,29.0
4601,tweeking,15.0
4602,grimiest,20.0
4603,wipin,104.0
4604,enslavement,25.0
4605,advised,60.0
4606,whatyou,12.0
4607,stiffen,17.0
4608,hoorah,17.0
4609,biceps,23.0
4610,pallbearer,23.0
4611,swapping,27.0
4612,give_har,49.0
4613,cheapest,25.0
4614,gleamin,100.0
4615,hooray,69.0
4616,swizzz,15.0
4617,swizzy,27.0
4618,minutes_later,21.0
4619,stiffer,34.0
4620,round,7898.0
4621,mane_laflare,1.0
4622,talked,347.0
4623,charbonner,18.0
4624,talker,79.0
4625,ravenous,26.0
4626,yoda,59.0
4627,norris,31.0
4628,filler,53.0
4629,encrusted,12.0
4630,fillet,33.0
4631,suspect,169.0
4632,novacane,41.0
4633,international,309.0
4634,bauds,17.0
4635,dieci,19.0
4636,filled,1308.0
4637,dwarf,31.0
4638,sheeit,23.0
4639,macchine,12.0
4640,macchina,54.0
4641,tu_vas,29.0
4642,wussy,12.0
4643,must_admit,96.0
4644,davins,17.0
4645,box,2713.0
4646,boy,25777.0
4647,boz,16.0
4648,bodying,12.0
4649,insan,11.0
4650,uzis,104.0
4651,hotties,102.0
4652,bop,353.0
4653,carmen,33.0
4654,bos,15.0
4655,bot,26.0
4656,jungles,45.0
4657,bow,721.0
4658,mortis,23.0
4659,boi,152.0
4660,bok,20.0
4661,bol,35.0
4662,diagnosed,42.0
4663,bon,126.0
4664,boo,1784.0
4665,boa,55.0
4666,bob,471.0
4667,bod,21.0
4668,teenage,106.0
4669,adams_apple,34.0
4670,merely,66.0
4671,transplant,13.0
4672,jack_frost,28.0
4673,sakn,11.0
4674,saki,21.0
4675,flatline,68.0
4676,lockers,25.0
4677,lieutenants,25.0
4678,stoops,15.0
4679,visit,768.0
4680,vineyard,13.0
4681,ahhh,240.0
4682,saks,53.0
4683,freestyle,509.0
4684,espera,13.0
4685,ice_cubes,88.0
4686,drago,11.0
4687,drags,28.0
4688,lyricals,11.0
4689,scramblers,18.0
4690,nearest,48.0
4691,fucc,23.0
4692,fuck,70504.0
4693,hundred_million,157.0
4694,greenest,21.0
4695,sample,321.0
4696,ravens,28.0
4697,dennis,80.0
4698,subconsciously,18.0
4699,awwww,16.0
4700,sugars,13.0
4701,nonchalant,45.0
4702,tearin,319.0
4703,emotionless,20.0
4704,persuasion,37.0
4705,testicle,15.0
4706,blue_flame,52.0
4707,ive_seen,757.0
4708,144,17.0
4709,emcees,473.0
4710,143,47.0
4711,140,31.0
4712,membership,58.0
4713,noun,25.0
4714,waist,1076.0
4715,quest_ce,34.0
4716,purify,11.0
4717,basket,153.0
4718,la_vida,73.0
4719,bozack,27.0
4720,godbody,15.0
4721,josephine,17.0
4722,doja,155.0
4723,pillowcase,21.0
4724,mondo,44.0
4725,blockchef,17.0
4726,fatalities,14.0
4727,fienin,16.0
4728,equip,27.0
4729,peterson,22.0
4730,blooded,58.0
4731,sistine,14.0
4732,jock,450.0
4733,setbacks,24.0
4734,jess,25.0
4735,police,3534.0
4736,monitor,49.0
4737,interesting,79.0
4738,black_market,54.0
4739,policy,67.0
4740,spit_flames,42.0
4741,early_age,36.0
4742,tellem,121.0
4743,tucked,573.0
4744,rattled,18.0
4745,soulful,49.0
4746,tucker,34.0
4747,lunch,692.0
4748,expectin,162.0
4749,leopards,12.0
4750,rattles,15.0
4751,collard_greens,90.0
4752,careless,75.0
4753,40_water,66.0
4754,x16,12.0
4755,vogue,97.0
4756,motherland,90.0
4757,whatchu_whatchu,36.0
4758,elephants,75.0
4759,swearin,103.0
4760,treacherous,83.0
4761,cataclysm,13.0
4762,full_clip,218.0
4763,manifesto,13.0
4764,chi_chi,61.0
4765,fingertips,142.0
4766,juug,172.0
4767,stitch,189.0
4768,ink_ink,29.0
4769,catacombs,12.0
4770,dwayne,62.0
4771,pedophile,21.0
4772,pamela,64.0
4773,louis_vuitton,192.0
4774,romans,51.0
4775,ajax,27.0
4776,grandmama,92.0
4777,ajar,15.0
4778,teufel,17.0
4779,carnival,81.0
4780,waiter,156.0
4781,thirties,68.0
4782,scheint,15.0
4783,holyfield,42.0
4784,funky,967.0
4785,frequent,86.0
4786,first,11964.0
4787,ever_wanted,406.0
4788,dungeons,28.0
4789,rachel,31.0
4790,rachet,33.0
4791,twinkie,40.0
4792,woopty,51.0
4793,fiery,41.0
4794,levert,12.0
4795,funkadelic,34.0
4796,everyone_wants,35.0
4797,bobo,17.0
4798,gaudy,13.0
4799,chaundon,13.0
4800,adjourned,23.0
4801,allegedly,11.0
4802,memo,79.0
4803,boba,15.0
4804,crevice,23.0
4805,glockll,14.0
4806,bobs,26.0
4807,tankou,14.0
4808,goddesses,21.0
4809,rimango,14.0
4810,piggies,14.0
4811,pharoahe,28.0
4812,ruinin,21.0
4813,20s,261.0
4814,lick,2842.0
4815,confessing,37.0
4816,lice,49.0
4817,talib,24.0
4818,himself,474.0
4819,pastry,17.0
4820,20k,52.0
4821,chika,11.0
4822,nazi,132.0
4823,kevin,235.0
4824,squat,85.0
4825,burnin,1823.0
4826,bailed,63.0
4827,foreigner,45.0
4828,shocked,244.0
4829,squad,2005.0
4830,squab,34.0
4831,bailey,34.0
4832,performance,154.0
4833,reacquainted,12.0
4834,biscayne,17.0
4835,jungle,921.0
4836,flattered,28.0
4837,formulas,20.0
4838,canne,12.0
4839,207,17.0
4840,lo_lo,85.0
4841,rehearsal,47.0
4842,beta,39.0
4843,barrage,16.0
4844,shotties,67.0
4845,complaints,45.0
4846,woooh,18.0
4847,tugging,30.0
4848,woooo,28.0
4849,queens,986.0
4850,fort_greene,28.0
4851,radioactive,18.0
4852,lenny,53.0
4853,angst,20.0
4854,bangin,1740.0
4855,soon_as,1371.0
4856,harvey,35.0
4857,voodoo,234.0
4858,gabbana,35.0
4859,playoffs,46.0
4860,reef,109.0
4861,kwon,39.0
4862,bedside,14.0
4863,threshold,29.0
4864,takin,5990.0
4865,stormy,27.0
4866,treasure,319.0
4867,anybody_else,66.0
4868,travesty,11.0
4869,treasury,12.0
4870,enthusiasm,17.0
4871,pegged,12.0
4872,hooooo,12.0
4873,awareness,32.0
4874,canibus,317.0
4875,ger,17.0
4876,mindstate,65.0
4877,get,141763.0
4878,gamblaz,16.0
4879,stomp,643.0
4880,seekin,323.0
4881,unimportant,18.0
4882,atlanta_georgia,29.0
4883,gee,154.0
4884,ged,59.0
4885,geh,27.0
4886,geo,24.0
4887,gen,72.0
4888,gem,88.0
4889,gel,80.0
4890,replacin,21.0
4891,colossus,27.0
4892,malaysian,14.0
4893,alicia,49.0
4894,nostril,110.0
4895,miley,35.0
4896,balmains,70.0
4897,declared,24.0
4898,caan,49.0
4899,meek_milly,75.0
4900,seat,2661.0
4901,whaddup,38.0
4902,death_row,292.0
4903,seam,31.0
4904,seal,399.0
4905,stigma,12.0
4906,nike_air,126.0
4907,wonder,2798.0
4908,indicted,75.0
4909,satisfying,18.0
4910,jits,12.0
4911,label,1826.0
4912,boundaries,55.0
4913,enough,6919.0
4914,vite,29.0
4915,grindin_makin,38.0
4916,across,1685.0
4917,ima,11302.0
4918,august,110.0
4919,timmy,63.0
4920,mashin,224.0
4921,nationality,21.0
4922,gauntlet,12.0
4923,coupons,36.0
4924,unsolved_mystery,27.0
4925,hrrr,12.0
4926,restroom,49.0
4927,sketchy,13.0
4928,concentrate,123.0
4929,tout,194.0
4930,guardians,11.0
4931,among,185.0
4932,mo_problems,94.0
4933,imm,18.0
4934,spank,126.0
4935,pacifier,48.0
4936,considering,21.0
4937,anticipatin,16.0
4938,tuning,43.0
4939,capable,87.0
4940,wobble,151.0
4941,crossfire,24.0
4942,ronald_reagan,36.0
4943,caramba,24.0
4944,entranced,16.0
4945,wobbly,21.0
4946,pawn_shop,29.0
4947,dropin,18.0
4948,400,189.0
4949,squash,144.0
4950,laptops,20.0
4951,dramatic,113.0
4952,wake,1139.0
4953,metals,38.0
4954,quatro,16.0
4955,declaration,16.0
4956,hardcore,562.0
4957,quatre,13.0
4958,sound,6389.0
4959,kappa,44.0
4960,sinkin,242.0
4961,ratchet,711.0
4962,coca,253.0
4963,promising,36.0
4964,coco,203.0
4965,investigating,15.0
4966,stepfather,16.0
4967,mettre,22.0
4968,cock,2134.0
4969,soo_woo,88.0
4970,blackballed,13.0
4971,strait,34.0
4972,strain,263.0
4973,sudden,377.0
4974,loosing,47.0
4975,protein,54.0
4976,bang_boogie,5.0
4977,cheffin,11.0
4978,backstabbing,13.0
4979,synagogue,23.0
4980,raconte,15.0
4981,pepa,24.0
4982,flintstones,13.0
4983,lave,12.0
4984,pepe,24.0
4985,lava,166.0
4986,aerobics,20.0
4987,emojis,34.0
4988,shottie,58.0
4989,forgiato,169.0
4990,extended,135.0
4991,cheat_code,31.0
4992,rimes,15.0
4993,assist,126.0
4994,incarceration,56.0
4995,companion,26.0
4996,jeremih,20.0
4997,abide_by,47.0
4998,supports,23.0
4999,stunter,13.0
5000,stunted,45.0
5001,bowser,15.0
5002,soundproof,14.0
5003,an_example,95.0
5004,yearly,31.0
5005,outdoor,27.0
5006,gushin,45.0
5007,wollte,12.0
5008,unofficial,21.0
5009,leeway,22.0
5010,flavor,770.0
5011,quella,65.0
5012,clueless,124.0
5013,evrybody,15.0
5014,syeah,13.0
5015,scissorhands,11.0
5016,quello,34.0
5017,meteorite,21.0
5018,doesnt_seem,37.0
5019,harassin,31.0
5020,schwarzenegger,57.0
5021,zulu,92.0
5022,chya,13.0
5023,gnarley,26.0
5024,viver,27.0
5025,credentials,82.0
5026,fifth_wheel,36.0
5027,acquainted,66.0
5028,vending,16.0
5029,arsonist,43.0
5030,adamsville,23.0
5031,homegirl,289.0
5032,adamn,11.0
5033,passionate,175.0
5034,escalators,21.0
5035,naaa,33.0
5036,obsessions,13.0
5037,naal,45.0
5038,naan,15.0
5039,pronounce,106.0
5040,sommer,16.0
5041,outs,133.0
5042,genetics,30.0
5043,lotta,869.0
5044,drenched,57.0
5045,lotto,321.0
5046,outa,68.0
5047,loserville,36.0
5048,hachoo,11.0
5049,knife,1066.0
5050,codeine_cups,28.0
5051,dispensary,19.0
5052,raincoat,42.0
5053,each,1444.0
5054,dastardly,19.0
5055,bravado,28.0
5056,raptor,11.0
5057,four_four,140.0
5058,te_tranne,72.0
5059,demonic,71.0
5060,erything,44.0
5061,fallacy,27.0
5062,dem_tacos,32.0
5063,fertile,34.0
5064,coupon,45.0
5065,skilled,38.0
5066,harness,50.0
5067,lifers,74.0
5068,jerusalem,36.0
5069,pastures,12.0
5070,sadder,30.0
5071,paraphernalia,24.0
5072,distracted,74.0
5073,vh1,32.0
5074,esiste,17.0
5075,mondays,30.0
5076,patna,91.0
5077,fakeness,25.0
5078,spicy,39.0
5079,rack_rack,42.0
5080,fanatic,53.0
5081,banksy,14.0
5082,catchin,986.0
5083,hurricanes,48.0
5084,spice,138.0
5085,stone_cold,137.0
5086,arranged,38.0
5087,annihilate,46.0
5088,fakat,16.0
5089,agora,32.0
5090,moley,19.0
5091,grouch,22.0
5092,powerless,27.0
5093,eu_sou,28.0
5094,sesame_street,33.0
5095,censor,47.0
5096,imagination,199.0
5097,examine,41.0
5098,casualty,84.0
5099,again,9950.0
5100,goddam,14.0
5101,jenga,20.0
5102,weeded,96.0
5103,lovely_daze,33.0
5104,fat_pat,48.0
5105,larock,17.0
5106,bickin_back,35.0
5107,itches,21.0
5108,grudge,195.0
5109,havana,25.0
5110,assets,59.0
5111,gaffled,15.0
5112,flyin,1829.0
5113,boosters,38.0
5114,u,2809.0
5115,nitwit,15.0
5116,colleges,56.0
5117,lapped,29.0
5118,founder,19.0
5119,founded,26.0
5120,washy,1.0
5121,implement,11.0
5122,expressions,35.0
5123,calligraphy,14.0
5124,inspectah,28.0
5125,preserved,18.0
5126,crimson,48.0
5127,puffs,78.0
5128,cool_j,81.0
5129,may_concern,38.0
5130,squirter,19.0
5131,puffy,141.0
5132,toss,633.0
5133,bestie,25.0
5134,clench,22.0
5135,peddlin,18.0
5136,purrp,19.0
5137,ramen,43.0
5138,squirted,14.0
5139,exclusives,19.0
5140,alma,47.0
5141,bacardi,254.0
5142,scampi,13.0
5143,drugged,88.0
5144,donovan,15.0
5145,social_media,36.0
5146,20th,16.0
5147,releasin,80.0
5148,ghetto_fabulous,32.0
5149,upper_echelon,67.0
5150,strung,162.0
5151,zero,499.0
5152,perspective,204.0
5153,koopsta,41.0
5154,creatures,99.0
5155,residue,118.0
5156,defence,28.0
5157,wrecked,127.0
5158,associate,104.0
5159,caffeine,50.0
5160,wrecker,28.0
5161,witchu,225.0
5162,5000,41.0
5163,malaria,23.0
5164,quiett,14.0
5165,mula,169.0
5166,mule,82.0
5167,newspaper,66.0
5168,roamin,146.0
5169,witcha,608.0
5170,witcho,41.0
5171,dutchie,56.0
5172,stupor,15.0
5173,fwa,25.0
5174,chinos,33.0
5175,lasagna,26.0
5176,misery,350.0
5177,stormin,77.0
5178,specialize,74.0
5179,9mm,27.0
5180,aria,33.0
5181,decayin,11.0
5182,caravan,77.0
5183,fully_equipped,27.0
5184,fantasizin,24.0
5185,africa,378.0
5186,reporting_live,39.0
5187,qualche,32.0
5188,concussions,20.0
5189,archangel,11.0
5190,composure,113.0
5191,spesso,11.0
5192,plastered,49.0
5193,outstandin,12.0
5194,impressionable,13.0
5195,tacky,45.0
5196,ramona,43.0
5197,caboose,21.0
5198,ital,13.0
5199,landed,282.0
5200,mr_rager,43.0
5201,youuuuu,43.0
5202,komm,51.0
5203,karaoke,32.0
5204,guarda,80.0
5205,halte,15.0
5206,sucky,33.0
5207,davinci,46.0
5208,recall,208.0
5209,guardi,42.0
5210,sucks,305.0
5211,remain,1185.0
5212,dazed,63.0
5213,specialized,13.0
5214,sucka,654.0
5215,stubborn,107.0
5216,wootay,24.0
5217,shweet,11.0
5218,winkin,33.0
5219,burr_burr,37.0
5220,mainline,11.0
5221,cation,13.0
5222,collision,100.0
5223,minimum,115.0
5224,banlieue,17.0
5225,1zie,11.0
5226,gwala,19.0
5227,robinson,39.0
5228,biography,21.0
5229,homicide,792.0
5230,stil,18.0
5231,needy,89.0
5232,demolition,33.0
5233,acts,241.0
5234,brucia,11.0
5235,rapport,20.0
5236,needa,46.0
5237,maps,51.0
5238,venting,24.0
5239,sacred,218.0
5240,stir,138.0
5241,viene,25.0
5242,vieni,24.0
5243,viens,50.0
5244,dum_da,34.0
5245,vient,32.0
5246,verified,23.0
5247,creepy_crawlin,38.0
5248,byrd_gang,59.0
5249,brady,29.0
5250,wet_wet,159.0
5251,dragon,386.0
5252,mislead,96.0
5253,maan,99.0
5254,so_icey,175.0
5255,serenade,43.0
5256,enslaved,55.0
5257,heartfelt,15.0
5258,ye_ye,36.0
5259,through,26873.0
5260,itty_bitty,80.0
5261,messed,70.0
5262,thus_far,43.0
5263,pcp,52.0
5264,duffles,15.0
5265,bosom,13.0
5266,swaggar,12.0
5267,pch,23.0
5268,microscopic,32.0
5269,cha_cha,92.0
5270,worshiping,21.0
5271,geakin,12.0
5272,smothering,15.0
5273,primary,38.0
5274,newsflash,11.0
5275,frigid,54.0
5276,compound,61.0
5277,prejudiced,13.0
5278,viewers,18.0
5279,mystery,324.0
5280,huddle,125.0
5281,rollin_rollin,158.0
5282,crime_pays,48.0
5283,evade,44.0
5284,micro,54.0
5285,repeating,59.0
5286,sackful,21.0
5287,haile,19.0
5288,weeks_later,14.0
5289,magics,14.0
5290,tiffany,71.0
5291,foenem,20.0
5292,gwop,66.0
5293,katrina,174.0
5294,east_coast,499.0
5295,portland,38.0
5296,pretendin,318.0
5297,strokin,200.0
5298,uninvited,13.0
5299,singapore,25.0
5300,new_yorks,61.0
5301,cockroach,15.0
5302,bombshell,22.0
5303,centerfold,76.0
5304,extraordinary,55.0
5305,herkes,35.0
5306,backed,181.0
5307,mmg,54.0
5308,mma,21.0
5309,faucet,132.0
5310,kiesha,11.0
5311,wither,23.0
5312,tahm,12.0
5313,raptors,17.0
5314,duffel_bag,64.0
5315,indebted,30.0
5316,valentino,69.0
5317,stabs,18.0
5318,licorice,57.0
5319,whipped_cream,37.0
5320,tatas,12.0
5321,valentine,87.0
5322,embraced,48.0
5323,beautiful_beautiful,43.0
5324,fiction,220.0
5325,jabber,23.0
5326,razor,421.0
5327,cirque,11.0
5328,spizzy,37.0
5329,bloodied,24.0
5330,hardcore_data,27.0
5331,jetta,29.0
5332,catapult,30.0
5333,gigabytes,11.0
5334,mutulu,12.0
5335,twentys,21.0
5336,trolls,17.0
5337,wu_wu,27.0
5338,heffers,26.0
5339,skippa,11.0
5340,weddy,21.0
5341,p_diddy,76.0
5342,monger,13.0
5343,hua_hoo,33.0
5344,voltron,42.0
5345,fifteen_years,45.0
5346,skippy,24.0
5347,casey_veggies,34.0
5348,swerve,514.0
5349,confessional,11.0
5350,doppio,18.0
5351,ditches,96.0
5352,download,122.0
5353,illiterate,59.0
5354,smirking,20.0
5355,nuh_linga,48.0
5356,ditched,24.0
5357,pissed_off,273.0
5358,blanco,75.0
5359,blanca,14.0
5360,{dont,15.0
5361,1llie,12.0
5362,couch,1128.0
5363,ovunque,24.0
5364,lifts,50.0
5365,rafters,32.0
5366,di_questa,33.0
5367,serene,23.0
5368,godfather,187.0
5369,serena,93.0
5370,dayton,159.0
5371,breadwinner,32.0
5372,chart,483.0
5373,essa,29.0
5374,charm,370.0
5375,eggo,18.0
5376,theme_music,36.0
5377,concetrate,11.0
5378,feasting,23.0
5379,drifts,14.0
5380,mammoth,18.0
5381,rebels,124.0
5382,swelling,32.0
5383,businesses,65.0
5384,crme,47.0
5385,drop_tops,65.0
5386,tuesdays,24.0
5387,choco,11.0
5388,merger,14.0
5389,hubcaps,25.0
5390,idiots,85.0
5391,diallo,23.0
5392,sanitize,11.0
5393,wrapped_around,123.0
5394,poles,134.0
5395,biddy,30.0
5396,express,242.0
5397,toddlers,25.0
5398,woday,16.0
5399,finishin,12.0
5400,breast,418.0
5401,suzie,20.0
5402,unuh,51.0
5403,spikes,86.0
5404,motorcycles,15.0
5405,steamer,15.0
5406,doubled,89.0
5407,spiked,42.0
5408,witches,92.0
5409,greater_than,90.0
5410,doubles,50.0
5411,zunga,11.0
5412,toasters,50.0
5413,manll,63.0
5414,melancholy,24.0
5415,manly,12.0
5416,sanitys,12.0
5417,quiche,14.0
5418,benzs,92.0
5419,expert,94.0
5420,marinate,69.0
5421,cahoots,12.0
5422,toledo,16.0
5423,lil_kim,143.0
5424,nine_months,59.0
5425,intimidated,34.0
5426,scemo,38.0
5427,mailbox,64.0
5428,god_forbid,69.0
5429,premise,19.0
5430,pissed,617.0
5431,10th,50.0
5432,generator,23.0
5433,restaurant,190.0
5434,fellin,13.0
5435,foreign,2002.0
5436,sparring,16.0
5437,suede,232.0
5438,hangout,11.0
5439,baltimore,100.0
5440,nextel,80.0
5441,point,3111.0
5442,ribbit,17.0
5443,gypsy,45.0
5444,tennessee,207.0
5445,poing,12.0
5446,deacons,25.0
5447,outie,16.0
5448,verse_3,59.0
5449,verse_2,81.0
5450,civilize,19.0
5451,expensive,462.0
5452,backend,13.0
5453,liquor_store,238.0
5454,apostle,45.0
5455,faithfully,71.0
5456,shooterrrrsss,12.0
5457,glocko,15.0
5458,chiseled,19.0
5459,nukes,16.0
5460,anythin,3390.0
5461,assorted,20.0
5462,schizo,43.0
5463,honorary,22.0
5464,hittin_switches,55.0
5465,passed_away,96.0
5466,muhfuckers,126.0
5467,politician,83.0
5468,elections,19.0
5469,kodak,241.0
5470,deferred,30.0
5471,2night,13.0
5472,cocaine_cowboy,29.0
5473,madoff,23.0
5474,century,196.0
5475,onassis,12.0
5476,astound,14.0
5477,chopper_bullets,49.0
5478,santanas,15.0
5479,crusty,40.0
5480,galileo,11.0
5481,migraine,41.0
5482,concoction,24.0
5483,goodbye_goodbye,67.0
5484,stilettos,64.0
5485,corridor,40.0
5486,styrofoam_cup,69.0
5487,windmill,37.0
5488,strips,104.0
5489,tupperware,16.0
5490,desert_eagle,192.0
5491,thinking_bout,556.0
5492,stripe,643.0
5493,peachy,19.0
5494,census,17.0
5495,regis,33.0
5496,tash,13.0
5497,rakim,211.0
5498,organically,16.0
5499,task,201.0
5500,whores,514.0
5501,iffy,50.0
5502,withdraw,36.0
5503,everythin,11731.0
5504,boutta,21.0
5505,segregate,13.0
5506,purple_stuff,89.0
5507,shape,562.0
5508,genauso,14.0
5509,alternative,40.0
5510,timber,53.0
5511,rundown,16.0
5512,cut,7470.0
5513,cus,496.0
5514,cur,30.0
5515,cup,2922.0
5516,marrying,22.0
5517,cuz,8498.0
5518,source,444.0
5519,cue,113.0
5520,cud,19.0
5521,cub,33.0
5522,rgf,47.0
5523,cum,912.0
5524,cul,36.0
5525,easter,135.0
5526,cui,76.0
5527,cuh,132.0
5528,full_moon,84.0
5529,rompiti_il,33.0
5530,suffocation,11.0
5531,campbells,15.0
5532,hatch,51.0
5533,alexander_mcqueen,28.0
5534,blowjob,30.0
5535,be_damned,246.0
5536,knock,4074.0
5537,taxi_cab,50.0
5538,marrero,14.0
5539,sixteens,81.0
5540,whooooa,11.0
5541,whooooo,12.0
5542,collectors,9.0
5543,absolutely,112.0
5544,candle,672.0
5545,culprit,38.0
5546,decision,744.0
5547,cloud,1731.0
5548,montay,11.0
5549,epic,97.0
5550,vaddi,12.0
5551,sexy_ladies,48.0
5552,oeh,3.0
5553,ice_tea,37.0
5554,kidsll,21.0
5555,shinobi,19.0
5556,beam_jawn,28.0
5557,tiff,12.0
5558,abusive,71.0
5559,keinen,18.0
5560,translate,41.0
5561,poder,13.0
5562,invite,293.0
5563,motivational,20.0
5564,crills,16.0
5565,jags,88.0
5566,andy,123.0
5567,tape_deck,57.0
5568,dinheiro,23.0
5569,curt,25.0
5570,constant,233.0
5571,stripped,142.0
5572,lowrider,73.0
5573,deprive,11.0
5574,scarlet,35.0
5575,cure,286.0
5576,curb,732.0
5577,obtuse,19.0
5578,curl,110.0
5579,cafe,40.0
5580,yearbook,16.0
5581,aiyo,319.0
5582,stripper,587.0
5583,elles,12.0
5584,eller,14.0
5585,yang,60.0
5586,ellen,26.0
5587,mayonnaise,59.0
5588,confine,14.0
5589,wonderin,783.0
5590,cellar,64.0
5591,tangerine,38.0
5592,cater,74.0
5593,utterly,24.0
5594,fructose,12.0
5595,monie,11.0
5596,cooker,23.0
5597,zags,11.0
5598,wards,13.0
5599,bankers,23.0
5600,cooked,351.0
5601,presenting,14.0
5602,ignoramus,13.0
5603,uterus,29.0
5604,conjugal,13.0
5605,caribou,24.0
5606,daddys_little,47.0
5607,portraying,16.0
5608,which_means,116.0
5609,fitch,12.0
5610,amplifier,18.0
5611,groceries,95.0
5612,sprewell,25.0
5613,strep,15.0
5614,illionaire,65.0
5615,compose,58.0
5616,erving,16.0
5617,suave,89.0
5618,cartier,207.0
5619,masculine,23.0
5620,red_alert,42.0
5621,nervousness,16.0
5622,presently,23.0
5623,dessert,138.0
5624,reggie_bush,29.0
5625,entire,239.0
5626,spottin,30.0
5627,mutumbo,16.0
5628,cokehead,16.0
5629,subwoofer,11.0
5630,havent,688.0
5631,decepticon,19.0
5632,brrrat,14.0
5633,clive,12.0
5634,appena,39.0
5635,carlo,23.0
5636,edison,32.0
5637,assisted,33.0
5638,renoi,13.0
5639,access,125.0
5640,young_scooter,94.0
5641,apologetic,17.0
5642,beasts,91.0
5643,hundred_fifty,78.0
5644,wont_hesitate,89.0
5645,safer,57.0
5646,safes,28.0
5647,capsules,37.0
5648,spewin,13.0
5649,leviticus,14.0
5650,talent,661.0
5651,skool,16.0
5652,m3s,16.0
5653,lujah,11.0
5654,haitians,118.0
5655,climb,820.0
5656,aggy,15.0
5657,honor,711.0
5658,composed,35.0
5659,composer,17.0
5660,jpay,12.0
5661,cha,738.0
5662,che,1519.0
5663,chh,11.0
5664,chi,866.0
5665,ninas,100.0
5666,chk,53.0
5667,hammered,33.0
5668,cho,182.0
5669,debbie,115.0
5670,butler,60.0
5671,betha,21.0
5672,defendant,23.0
5673,charcoal,47.0
5674,prized,11.0
5675,prizes,11.0
5676,spitz,22.0
5677,4am,45.0
5678,nypd,36.0
5679,minions,23.0
5680,gruff,28.0
5681,aquaman,18.0
5682,hot_pursuit,60.0
5683,biddin,31.0
5684,didnt,8278.0
5685,fetch,101.0
5686,most_hated,79.0
5687,caminho,12.0
5688,holds,283.0
5689,thugga,188.0
5690,profile,154.0
